source_type,symbol,address,section,symbol_type,size,scope,data_type,owner_source_path,owner_section,evidence_ref,source_origin
data_symbol,@273,0x803EF014,.data,object,0xE,local,string,src/melee/mn/mndeflicker.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23576,symbols_txt
data_symbol,@274,0x803EF024,.data,object,0xA,local,string,src/melee/mn/mndeflicker.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23577,symbols_txt
data_symbol,@277,0x803EF030,.data,object,0x17,local,string,src/melee/mn/mndeflicker.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23578,symbols_txt
data_symbol,@278,0x803EF048,.data,object,0x1B,local,string,src/melee/mn/mndeflicker.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23579,symbols_txt
data_symbol,@279,0x803EF064,.data,object,0x1F,local,string,src/melee/mn/mndeflicker.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23580,symbols_txt
data_symbol,@280,0x803EF084,.data,object,0x21,local,string,src/melee/mn/mndeflicker.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23581,symbols_txt
data_symbol,vec_0,0x803EF0A8,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23582,symbols_txt
data_symbol,vec_1,0x803EF0B4,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23583,symbols_txt
data_symbol,vec_2,0x803EF0C0,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23584,symbols_txt
data_symbol,vec_3,0x803EF0CC,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23585,symbols_txt
data_symbol,vec_4,0x803EF0D8,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23586,symbols_txt
data_symbol,vec_5,0x803EF0E4,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23587,symbols_txt
data_symbol,vec_6,0x803EF0F0,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23588,symbols_txt
data_symbol,vec_7,0x803EF0FC,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23589,symbols_txt
data_symbol,vec_8,0x803EF108,.data,object,0xC,global,float,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23590,symbols_txt
data_symbol,text_ids,0x803EF114,.data,object,0x50,global,,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23591,symbols_txt
data_symbol,data_2,0x803EF164,.data,object,0x280,global,,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23592,symbols_txt
data_symbol,data_3,0x803EF3E4,.data,object,0x1E,global,,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23593,symbols_txt
data_symbol,data_4,0x803EF404,.data,object,0xF0,global,,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23594,symbols_txt
data_symbol,mnSoundTest_803EF4F4,0x803EF4F4,.data,object,0x16,global,string,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23595,symbols_txt
data_symbol,mnSoundTest_803EF50C,0x803EF50C,.data,object,0xE,global,string,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23596,symbols_txt
data_symbol,mnSoundTest_803EF51C,0x803EF51C,.data,object,0xA,global,string,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23597,symbols_txt
data_symbol,mnSoundTest_803EF528,0x803EF528,.data,object,0x17,global,string,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23598,symbols_txt
data_symbol,mnSoundTest_803EF540,0x803EF540,.data,object,0x1B,global,string,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23599,symbols_txt
data_symbol,mnSoundTest_803EF55C,0x803EF55C,.data,object,0x1F,global,string,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23600,symbols_txt
data_symbol,mnSoundTest_803EF57C,0x803EF57C,.data,object,0x21,global,string,src/melee/mn/mnsoundtest.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23601,symbols_txt
data_symbol,...data.0,0x803EF5A0,.data,label,,local,,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23603,symbols_txt
data_symbol,mnLanguage_803EF5A0,0x803EF5A0,.data,object,0xC,local,float,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23602,symbols_txt
data_symbol,mnLanguage_803EF5AC,0x803EF5AC,.data,object,0xC,local,float,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23604,symbols_txt
data_symbol,@208,0x803EF5B8,.data,object,0x16,local,string,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23605,symbols_txt
data_symbol,@209,0x803EF5D0,.data,object,0xD,local,string,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23606,symbols_txt
data_symbol,@210,0x803EF5E0,.data,object,0xA,local,string,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23607,symbols_txt
data_symbol,@212,0x803EF5EC,.data,object,0x17,local,string,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23608,symbols_txt
data_symbol,@213,0x803EF604,.data,object,0x1B,local,string,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23609,symbols_txt
data_symbol,@214,0x803EF620,.data,object,0x1F,local,string,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23610,symbols_txt
data_symbol,@215,0x803EF640,.data,object,0x21,local,string,src/melee/mn/mnlanguage.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23611,symbols_txt
data_symbol,...data.0,0x803EF668,.data,label,,local,,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23613,symbols_txt
data_symbol,mnHyaku_803EF668,0x803EF668,.data,object,0xC,local,,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23612,symbols_txt
data_symbol,mnHyaku_803EF674,0x803EF674,.data,object,0xC,local,,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23614,symbols_txt
data_symbol,mnHyaku_803EF680,0x803EF680,.data,object,0x18,local,,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23615,symbols_txt
data_symbol,@307,0x803EF698,.data,object,0x16,local,string,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23616,symbols_txt
data_symbol,@308,0x803EF6B0,.data,object,0xA,local,string,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23617,symbols_txt
data_symbol,@309,0x803EF6BC,.data,object,0xA,local,string,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23618,symbols_txt
data_symbol,@311,0x803EF6C8,.data,object,0x17,local,string,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23619,symbols_txt
data_symbol,@312,0x803EF6E0,.data,object,0x1B,local,string,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23620,symbols_txt
data_symbol,@313,0x803EF6FC,.data,object,0x1F,local,string,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23621,symbols_txt
data_symbol,@314,0x803EF71C,.data,object,0x21,local,string,src/melee/mn/mnhyaku.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23622,symbols_txt
data_symbol,mnEvent_803EF740,0x803EF740,.data,object,0xC,global,,src/melee/mn/mnevent.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23623,symbols_txt
data_symbol,mnEvent_803EF74C,0x803EF74C,.data,object,0xC,global,,src/melee/mn/mnevent.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23624,symbols_txt
data_symbol,mnEvent_803EF758,0x803EF758,.data,object,0x30,global,,src/melee/mn/mnevent.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23625,symbols_txt
data_symbol,mnEvent_803EF788,0x803EF788,.data,object,0xA,global,string,src/melee/mn/mnevent.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23626,symbols_txt
data_symbol,mnEvent_803EF794,0x803EF794,.data,object,0x9,global,string,src/melee/mn/mnevent.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23627,symbols_txt
data_symbol,mnEvent_803EF7A0,0x803EF7A0,.data,object,0xD0,global,,src/melee/mn/mnevent.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23628,symbols_txt
data_symbol,mnDataDel_803EF870,0x803EF870,.data,object,0x18,global,float,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23629,symbols_txt
data_symbol,mnDataDel_803EF888,0x803EF888,.data,object,0xC,global,float,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23630,symbols_txt
data_symbol,mnDataDel_803EF894,0x803EF894,.data,object,0xC,global,float,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23631,symbols_txt
data_symbol,mnDataDel_803EF8A0,0x803EF8A0,.data,object,0xC,global,float,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23632,symbols_txt
data_symbol,mnDataDel_803EF8AC,0x803EF8AC,.data,object,0x1C,global,4byte,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23633,symbols_txt
data_symbol,mnDataDel_803EF8C8,0x803EF8C8,.data,object,0xC,global,2byte,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23634,symbols_txt
data_symbol,lbl_803EF8D4,0x803EF8D4,.data,object,0xC,,float,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23635,symbols_txt
data_symbol,lbl_803EF8E0,0x803EF8E0,.data,object,0x16,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23636,symbols_txt
data_symbol,lbl_803EF8F8,0x803EF8F8,.data,object,0xC,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23637,symbols_txt
data_symbol,lbl_803EF904,0x803EF904,.data,object,0xA,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23638,symbols_txt
data_symbol,lbl_803EF910,0x803EF910,.data,object,0x17,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23639,symbols_txt
data_symbol,lbl_803EF928,0x803EF928,.data,object,0x1B,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23640,symbols_txt
data_symbol,lbl_803EF944,0x803EF944,.data,object,0x1F,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23641,symbols_txt
data_symbol,lbl_803EF964,0x803EF964,.data,object,0x21,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23642,symbols_txt
data_symbol,lbl_803EF988,0x803EF988,.data,object,0x1A,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23643,symbols_txt
data_symbol,lbl_803EF9A4,0x803EF9A4,.data,object,0x1E,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23644,symbols_txt
data_symbol,lbl_803EF9C4,0x803EF9C4,.data,object,0x22,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23645,symbols_txt
data_symbol,lbl_803EF9E8,0x803EF9E8,.data,object,0x24,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23646,symbols_txt
data_symbol,lbl_803EFA0C,0x803EFA0C,.data,object,0x18,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23647,symbols_txt
data_symbol,lbl_803EFA24,0x803EFA24,.data,object,0x1C,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23648,symbols_txt
data_symbol,lbl_803EFA40,0x803EFA40,.data,object,0x20,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23649,symbols_txt
data_symbol,lbl_803EFA60,0x803EFA60,.data,object,0x22,,string,src/melee/mn/mndatadel.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23650,symbols_txt
data_symbol,mnCount_803EFA88,0x803EFA88,.data,object,0x18,global,,src/melee/mn/mncount.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23651,symbols_txt
data_symbol,mnCount_803EFAA0,0x803EFAA0,.data,object,0xC,global,,src/melee/mn/mncount.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23652,symbols_txt
data_symbol,mnCount_803EFAAC,0x803EFAAC,.data,object,0x3C,global,,src/melee/mn/mncount.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23653,symbols_txt
data_symbol,jumptable_803EFAE8,0x803EFAE8,.data,object,0x28,local,,src/melee/mn/mncount.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23654,symbols_txt
data_symbol,jumptable_803EFB10,0x803EFB10,.data,object,0x50,local,,src/melee/mn/mncount.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23655,symbols_txt
data_symbol,lbl_803EFB60,0x803EFB60,.data,object,0xA8,,,src/melee/mn/mncount.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23656,symbols_txt
data_symbol,mnInfo_803EFC08,0x803EFC08,.data,object,0xE0,global,,src/melee/mn/mninfo.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23657,symbols_txt
data_symbol,...data.0,0x803EFCE8,.data,label,,local,,src/melee/mn/mninfobonus.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23659,symbols_txt
data_symbol,mnInfoBonus_803EFCE8,0x803EFCE8,.data,object,0x404,global,4byte,src/melee/mn/mninfobonus.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23658,symbols_txt
data_symbol,@332,0x803F00EC,.data,object,0x17,local,string,src/melee/mn/mninfobonus.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23660,symbols_txt
data_symbol,@333,0x803F0104,.data,object,0x1B,local,string,src/melee/mn/mninfobonus.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23661,symbols_txt
data_symbol,@334,0x803F0120,.data,object,0x1F,local,string,src/melee/mn/mninfobonus.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23662,symbols_txt
data_symbol,@335,0x803F0140,.data,object,0x21,local,string,src/melee/mn/mninfobonus.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23663,symbols_txt
data_symbol,str0,0x803F0168,.data,object,0x9,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23664,symbols_txt
data_symbol,str1,0x803F0174,.data,object,0xD,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23665,symbols_txt
data_symbol,str2,0x803F0184,.data,object,0x13,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23666,symbols_txt
data_symbol,str3,0x803F0198,.data,object,0x19,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23667,symbols_txt
data_symbol,str4,0x803F01B4,.data,object,0x24,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23668,symbols_txt
data_symbol,str5,0x803F01D8,.data,object,0x13,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23669,symbols_txt
data_symbol,str6,0x803F01EC,.data,object,0x19,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23670,symbols_txt
data_symbol,str7,0x803F0208,.data,object,0x1F,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23671,symbols_txt
data_symbol,str8,0x803F0228,.data,object,0x25,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23672,symbols_txt
data_symbol,str9,0x803F0250,.data,object,0x30,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23673,symbols_txt
data_symbol,str10,0x803F0280,.data,object,0xA,local,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23674,symbols_txt
data_symbol,jumptable_803F028C,0x803F028C,.data,object,0x60,local,,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23675,symbols_txt
data_symbol,lbl_803F02EC,0x803F02EC,.data,object,0x284,,string,src/melee/mn/mnsnap.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23676,symbols_txt
data_symbol,...data.0,0x803F0570,.data,label,,local,,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23678,symbols_txt
data_symbol,@182,0x803F0570,.data,object,0xE,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23677,symbols_txt
data_symbol,@183,0x803F0580,.data,object,0xC,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23679,symbols_txt
data_symbol,@409,0x803F058C,.data,object,0x16,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23680,symbols_txt
data_symbol,@410,0x803F05A4,.data,object,0xC,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23681,symbols_txt
data_symbol,@411,0x803F05B0,.data,object,0xA,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23682,symbols_txt
data_symbol,@412,0x803F05BC,.data,object,0x11,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23683,symbols_txt
data_symbol,@421,0x803F05D0,.data,object,0x17,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23684,symbols_txt
data_symbol,@422,0x803F05E8,.data,object,0x1B,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23685,symbols_txt
data_symbol,@423,0x803F0604,.data,object,0x1F,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23686,symbols_txt
data_symbol,@424,0x803F0624,.data,object,0x21,local,string,src/melee/mn/mngallery.c,.data,/Users/Ford/Github Repos/oss/gamecube-decomp-harness/projects/melee/state/epoch_worktree/config/GALE01/symbols.txt#line=23687,symbols_txt
