85373bce-a066-4a77-a6da-7eb39c7924e6	near_miss	11	main/melee/mn/mnsound::mnSound_80249C08	99.59727	99.98293	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/85373bce-a066-4a77-a6da-7eb39c7924e6
a67be90c-06b0-487a-8fa0-67753c2f2e53	no_progress	11	main/melee/mn/mnvibration::mnVibration_Think	98.80556	98.80556	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/a67be90c-06b0-487a-8fa0-67753c2f2e53
97e71e7b-178a-4dd2-8e08-6bb8daf2242e	exact	11	main/melee/lb/lbcollision::.data	31.14224	100.0	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/97e71e7b-178a-4dd2-8e08-6bb8daf2242e
66c25fe5-d61f-490f-9357-f147b694b842	near_miss	11	main/melee/ft/ftcpuattack::ftCo_800B5AB0	99.98298	99.98298	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/66c25fe5-d61f-490f-9357-f147b694b842
34916e8b-3cb6-4a0b-875c-654dd1c8638b	exact	11	main/sysdolphin/baselib/hsd_3B5C::.sdata2	92.85714	100.0	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/34916e8b-3cb6-4a0b-875c-654dd1c8638b
f8e6a774-9122-42ef-8c66-a07123e1afda	no_progress	11	main/melee/mn/mndiagram::mnDiagram_DrawGridValues	97.48503	97.48503	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/f8e6a774-9122-42ef-8c66-a07123e1afda
f6b687ab-2918-4646-afe4-78f102c79b00	exact	11	main/sysdolphin/baselib/hsd_3915::.data	99.849205	100.0	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/f6b687ab-2918-4646-afe4-78f102c79b00
8c921b43-6527-460e-9db6-bde9a44736fc	no_progress	11	main/melee/mn/mnnamenew::mnNameNew_GlyphVariantSetup	99.2602	99.2602	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/8c921b43-6527-460e-9db6-bde9a44736fc
ad9646e2-0f99-4865-b6b0-2124264815fd	near_miss	11	main/melee/gm/gmregclear::gm_80182174	99.8658	99.8658	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/ad9646e2-0f99-4865-b6b0-2124264815fd
d4c5c4bf-5eab-4645-ba20-2efcfb19876d	no_progress	11	main/sysdolphin/baselib/debugconsole_main::.data	30.89452	30.89452	/Users/Ford/Github Repos/Codecaine/gamecube-decomp-harness/games/melee/state/runs/4a45af8a-9f8c-499b-b375-c0d8e93fc8fd/worker_state/d4c5c4bf-5eab-4645-ba20-2efcfb19876d
